"latitude","longitude","avgSummerPrecip"
45.752,-64.738,407.6893182
44.261,-72.57,422.0693182
37.554,-84.239,445.3822727
35.338,-79.345,517.2275
42.416,-71.082,389.8615909
46.116,-60.214,443.3738636
42.283,-71.151,409.5454545
40.761,-73.838,428.8315909
34.872,-77.22,685.5427273
40.069,-75.228,484.8986364
40.01,-76.354,448.3065909
46.543,-87.451,331.5704545
42.37,-71.572,425.6740909
41.143,-87.788,409.695
40.802,-77.857,412.5088636
41.693,-89.747,432.3925
43.251,-79.931,304.4888636
42.087,-88.175,425.4115909
42.571,-77.595,411.7120455
38.456,-90.594,389.2109091
46.641,-71.206,490.1415909
44.38,-72.934,452.9859091
43.392,-71.728,442.0286364
42.311,-71.254,409.0443182
30.59,-92.163,548.0488636
42.515,-83.178,353.3256818
43.84,-73.574,470.6297727
29.976,-90.123,694.5259091
42.331,-83.046,377.6763636
45.499,-73.569,393.7897727
41.327,-72.996,453.3447727
41.982,-88.098,420.5022727
38.732,-90.323,404.7245455
41.965,-87.673,393.7461364
41.226,-74.75,498.7704545
43.951,-64.82,400.5652273
38.953,-75.933,451.6075
40.451,-86.936,392.7545455
40.501,-88.97,397.4834091
39.249,-84.391,410.9268182
41.394,-76.276,531.6543182
41.983,-80.693,414.0920455
30.001,-85.003,747.3672727
42.847,-82.708,369.4634091
43.282,-89.622,455.0752273
40.273,-74.581,453.8563636
43.053,-88.025,398.3175
45.458,-73.574,381.1909091
43.27,-79.936,300.0002273
45.85,-64.226,372.3684091
42.367,-71.258,403.1113636
43.027,-89.438,462.1152273
43.577,-73.413,414.0738636
41.412,-70.579,361.3736364
45.09,-74.219,390.2588636
45.595,-94.389,408.6325
41.151,-81.55,380.2822727
42.395,-89.966,465.5047727
36.519,-82.459,416.4404545
40.065,-75.244,495.3313636
39.647,-79.969,435.2893182
38.785,-76.701,444.7161364
38.941,-76.943,432.8038636
39.787,-84.233,385.5720455
43.073,-80.422,356.7668182
44.013,-73.083,487.6093182
39.983,-75.193,469.0111364
42.512,-83.89,373.8868182
36.166,-86.75,399.3822727
44.77,-73.293,385.4220455
43.345,-89.613,447.7445455
41.941,-80.702,411.6965909
46.077,-60.093,451.4204545
32.724,-79.952,619.5709091
39.947,-83.816,411.4545455
44.454,-79.571,370.2534091
45.671,-69.448,464.2827273
37.48,-82.52,433.8920455
41.852,-80.798,424.5825
40.399,-82.434,432.4381818
41.321,-81.424,431.7465909
37.08,-82.802,492.2622727
42.464,-71.082,411.6081818
38.761,-90.66,407.1845455
44.48,-73.223,398.7345455
43.29,-79.892,303.1240909
39.242,-94.556,484.2156818
44.429,-78.27,337.9915909
40.728,-73.991,450.1127273
42.739,-87.814,374.4029545
43.918,-89.912,436.2629545
42.589,-84.164,363.0093182
40.82,-83.908,391.8197727
42.223,-74.134,551.3875
45.493,-73.916,386.355
28.644,-82.577,879.7988636
38.826,-77.105,448.3743182
35.749,-82.334,623.8575
41.256,-82.062,401.9104545
42.185,-73.365,463.5275
41.657,-81.185,460.7027273
32.495,-86.143,461.3736364
41.258,-81.694,421.5668182
41.188,-73.89,442.4706818
42.322,-81.848,341.2197727
45.596,-93.766,426.9297727
44.323,-72.337,471.0634091
35.602,-82.993,474.6211364
43.754,-79.411,326.0640909
44.942,-93.198,418.4759091
40.843,-77.518,458.3515909
42.397,-71.08,388.0227273
43.448,-80.556,364.2440909
41.552,-83.65,347.9643182
43.684,-70.453,404.9629545
42.587,-71.786,402.2431818
44.277,-79.907,325.4222727
38.031,-84.504,434.6904545
33.589,-84.063,424.1990909
37.571,-88.796,405.4286364
43.049,-71.176,410.9927273
42.963,-81.202,374.1513636
45.303,-66.03,401.2136364
45.479,-75.548,371.7511364
32.543,-89.921,426.0195455
40.152,-76.591,451.0388636
44.486,-76.758,350.8029545
40.668,-73.824,425.2
45.222,-72.513,479.2890909
40.19,-83.961,408.6586364
39.259,-76.87,426.9659091
40.689,-73.948,440.2247727
44.892,-93.099,452.4445455
43.649,-79.447,308.4293182
44.881,-91.93,449.2018182
39.244,-76.595,413.0775
43.602,-72.608,486.5502273
45.067,-87.127,355.6827273
41.871,-88.219,407.8729545
39.211,-77.542,400.6129545
41.811,-87.686,409.46
48.406,-83.526,376.5702273
37.503,-77.583,443.9709091
40.956,-76.603,427.5715909
37.298,-84.893,472.9572727
42.443,-76.511,346.7920455
45.049,-93.049,456.7404545
41.845,-91.561,441.0779545
43.735,-89.971,454.6259091
42.375,-76.859,341.7559091
44.37,-72.338,449.4106818
35.449,-86.027,469.4634091
38.895,-84.117,418.5981818
44.654,-63.736,428.0731818
35.738,-81.821,475.1822727
46.103,-64.753,379.0629545
45.925,-80.575,333.7625
47.068,-70.544,428.7740909
42.483,-71.437,438.0470455
38.689,-75.386,440.5340909
38.9,-78.265,399.3884091
38.054,-76.647,473.4711364
38.537,-90.017,421.7152273
41.735,-74.088,464.6561364
39.951,-75.385,474.5829545
42.282,-83.722,372.1720455
29.62,-82.418,725.7509091
39.402,-76.576,460.1415909
43.628,-87.743,372.5343182
41.507,-81.495,446.94
45.951,-62.744,379.2075
42.408,-82.222,344.1361364
38.813,-77.063,425.5386364
43.378,-89.703,447.0488636
41.805,-80.756,436.2120455
44.872,-89.701,436.9020455
40.04,-82.488,408.8018182
43.796,-72.117,438.0538636
40.381,-74.655,480.4425
43.058,-89.387,448.9793182
41.454,-74.017,443.6511364
43.102,-89.303,455.5479545
43.25,-71.647,408.4793182
45.972,-66.587,378.6595455
44.786,-93.127,428.8056818
45.383,-74.186,416.6577273
44.282,-78.126,342.9420455
38.728,-90.249,410.9975
44.736,-79.906,360.8947727
42.991,-89.061,441.8443182
45.254,-76.492,376.3254545
39.873,-86.301,404.0822727
43.851,-69.656,373.4525
43.082,-89.363,448.5286364
30.515,-86.462,715.7202273
40.66,-73.906,433.3868182
30.629,-81.59,661.3740909
35.085,-83.618,618.4777273
34.159,-81.055,463.0795455
32.629,-85.507,460.0640909
38.58,-90.406,419.6152273
40.067,-82.888,430.5770455
45.46,-75.634,377.3177273
42.962,-71.972,441.0220455
43.675,-79.393,312.6243182
44.927,-79.988,341.8495455
44.858,-93.599,441.5452273
44.936,-93.165,428.1838636
44.45,-72.976,477.4195455
43.434,-89.372,449.3440909
43.116,-88.444,424.3472727
42.398,-85.385,401.4897727
40.956,-74.738,504.8079545
39.59,-75.567,459.1618182
40.747,-73.943,443.8920455
45.614,-65.493,436.9802273
43.422,-73.712,405.8993182
40.615,-80.031,434.5456818
43.763,-79.33,326.6902273
43.637,-79.395,296.8972727
43.696,-79.527,313.6075
44.45,-93.157,447.2795455
46.298,-83.55,334.3065909
44.743,-65.518,377.3059091
34.719,-86.648,439.2838636
41.522,-73.869,483.8381818
41.151,-81.549,380.2822727
30.763,-90.154,628.9743182
43.199,-73.623,405.3368182
42.11,-89.265,428.2827273
40.082,-82.498,425.4215909
42.083,-93.776,467.6518182
43.593,-79.626,315.3322727
35.81,-78.715,490.7545455
42.374,-71.525,434.8793182
33.648,-88.577,422.7688636
45.83,-64.22,374.7884091
44.302,-72.563,452.3259091
38.936,-77.408,428.8684091
43.558,-80.21,351.3006818
45.148,-85.134,329.6245455
45.171,-93.26,439.9738636
38.245,-85.717,399.1009091
44.854,-85.856,350.8613636
40.043,-75.306,499.8877273
30.27,-94.206,585.9613636
40.666,-73.963,449.3818182
44.937,-92.989,449.7668182
45.687,-85.506,324.5581818
42.473,-87.943,390.0615909
34.01,-84.622,447.6943182
39.4,-77.3,409.6465909
42.086,-70.799,406.6165909
45.595,-67.325,413.5038636
44.939,-93.189,416.6311364
40.667,-73.963,449.3818182
42.481,-71.231,415.8286364
38.894,-76.963,429.5370455
39.089,-84.582,415.4629545
43.004,-88.228,409.8115909
40.121,-75.223,472.615
41.799,-79.143,494.5911364
43.624,-72.352,416.1559091
41.331,-72.603,439.3434091
44.394,-68.218,400.2595455
43.991,-72.119,394.9254545
39.024,-77.038,442.9204545
44.868,-91.919,447.0047727
47.237,-92.624,389.1920455
42.044,-87.719,397.1909091
40.618,-79.158,477.0845455
41.926,-88.353,409.1406818
38.881,-94.9,468.9879545
43.697,-79.256,317.0320455
40.132,-80.322,412.7084091
43.067,-77.57,375.0797727
43.84,-70.102,393.8945455
41.656,-70.321,363.7370455
43.411,-79.764,319.1545455
43.739,-81.695,351.8959091
41.625,-93.632,436.6125
40.672,-74.623,489.5293182
50.864,-93.651,372.6743182
47.226,-92.597,392.46
28.633,-82.568,876.2788636
29.641,-82.267,709.835
41.257,-73.111,446.5627273
43.604,-79.556,306.1815909
38.68,-90.3,416.0990909
41.585,-73.657,504.4070455
37.289,-79.264,409.0770455
38.927,-77.088,460.2586364
42.109,-80.154,414.37
43.617,-72.541,444.3229545
45.303,-67.497,402.0909091
41.422,-91.061,435.2829545
44.048,-91.632,447.6434091
42.666,-81.171,368.0054545
46.145,-64.559,375.0706818
38.589,-77.253,410.8081818
38.93,-92.393,425.7770455
44.25,-72.564,424.0218182
43.242,-79.821,306.3956818
30.37,-91.105,614.2277273
35.78,-94.25,423.1181818
35.642,-83.482,656.2486364
40.048,-83.021,407.5270455
35.915,-76.253,570.2229545
43.908,-72.144,403.7572727
36.347,-82.241,433.5175
39.213,-77.541,399.8225
43.753,-70.64,420.1745455
41.843,-73.908,470.2025
47.054,-79.78,402.9320455
38.604,-81.805,438.2647727
41.835,-87.904,413.0997727
41.841,-88.077,419.8747727
44.017,-79.798,328.2440909
38.519,-90.565,414.5081818
41.488,-71.527,403.7040909
39.947,-75.177,466.6195455
43.185,-80.245,345.1672727
38.036,-84.503,434.6904545
44.265,-72.565,427.0575
40.194,-76.255,459.7920455
47.324,-94.181,388.6868182
41.903,-89.345,427.9311364
39.437,-84.497,376.7404545
43.252,-79.096,303.2079545
41.946,-78.704,480.7509091
43.733,-70.207,396.2622727
37.275,-91.831,394.2197727
42.331,-71.444,431.7820455
40.912,-74.011,460.4456818
41.14,-81.896,409.9697727
44.287,-72.497,441.8638636
38.966,-77.865,398.7815909
49.326,-91.111,406.0175
40.702,-74.015,441.6706818
41.557,-90.495,437.3109091
47.424,-92.24,401.0034091
39.954,-75.209,467.7211364
44.472,-77.314,360.7645455
34.058,-94.255,405.1922727
45.385,-75.705,366.8434091
42.504,-83.167,353.9297727
42.507,-89.071,435.8
47.422,-92.243,401.0034091
39.343,-84.265,391.8743182
44.585,-78.064,353.6136364
44.095,-72.824,501.1229545
39.952,-86.065,401.6229545
44.339,-68.045,417.2002273
41.633,-72.295,481.1688636
41.684,-71.296,387.3425
43.848,-70.289,430.1825
43.728,-79.393,323.2411364
38.92,-77.062,442.0843182
41.791,-87.591,418.03
42.23,-71.127,395.9727273
43.028,-89.437,462.1152273
42.312,-71.137,409.6897727
33.816,-84.399,458.9940909
40,-75.086,466.6147727
43.631,-79.326,296.1163636
41.808,-87.593,414.1959091
41.882,-80.755,413.2445455
28.371,-81.552,782.7709091
41.575,-73.862,454.6445455
40.653,-73.992,455.6870455
44.832,-68.711,379.58
44.478,-76.678,347.0736364
38.678,-90.206,412.4084091
42.35,-71.126,395.0615909
43.018,-88.438,423.005
39.294,-84.35,411.0079545
42.246,-87.881,411.1061364
40.597,-81.615,411.5915909
44.509,-78.651,351.3568182
41.325,-72.903,421.2402273
41.319,-81.586,375.7968182
35.274,-93.733,378.3484091
44.945,-93.376,428.445
38.919,-77.124,448.2784091
37.343,-77.343,475.5406818
46.803,-92.09,395.8979545
43.348,-80.112,357.0020455
39.848,-86.346,411.1745455
42.407,-71.327,418.6034091
41.98,-87.67,393.8525
50.05,-74.056,458.6518182
41.186,-84.745,367.275
44.899,-93.333,427.1627273
45.691,-73.696,393.7247727
42.643,-84.76,370.1690909
44.946,-93.113,430.0256818
47.854,-92.068,410.4954545
42.103,-80.051,443.9195455
44.534,-76.603,351.7965909
41.961,-80.666,413.4659091
41.966,-87.635,391.3584091
45.478,-75.478,390.9384091
38.892,-77.061,427.8259091
43.249,-79.954,312.545
45.2,-77.925,406.6227273
42.259,-89.021,445.3731818
45.365,-63.286,390.9738636
38.59,-92.233,409.1997727
42.419,-88.325,405.9211364
42.536,-80.107,365.7497727
42.699,-75.53,436.3906818
41.616,-87.725,417.1738636
45.383,-75.754,362.3736364
42.231,-71.138,397.5636364
40.062,-76.372,454.3722727
40.667,-73.974,456.1793182
45.381,-75.812,351.0856818
28.623,-81.063,793.6525
39.265,-75.469,453.1779545
38.922,-77.047,444.7529545
45.918,-80.559,331.6718182
44.407,-75.38,406.4729545
42.483,-90.035,468.8234091
44.845,-93.8,436.8995455
44.925,-92.944,455.6770455
40.633,-74.498,499.4127273
43.703,-72.328,460.2209091
34.727,-86.739,459.8709091
35.955,-79.278,457.6347727
43.268,-89.675,464.035
40.767,-74.72,521.7002273
43.861,-79.211,343.2470455
39.151,-76.838,428.9736364
38.869,-77.265,433.8561364
38.831,-76.992,443.3620455
33.958,-78.024,718.5629545
44.344,-78.309,332.8470455
41.518,-81.222,472.6920455
39.21,-84.53,410.0061364
41.074,-81.461,391.0020455
30.633,-81.612,665.9831818
46.289,-85.945,335.5293182
41.453,-70.596,360.4668182
41.874,-88.067,419.5090909
47.52,-52.624,407.3247727
51.067,-93.818,359.8606818
43.069,-89.403,450.56
39.118,-77.132,413.8411364
43.2,-78.29,354.8045455
38.069,-78.722,449.1418182
45.407,-75.655,370.6870455
42.252,-71.021,397.6152273
44.684,-72.18,501.3713636
40.92,-80.078,449.0777273
47.654,-92.645,402.3140909
44.478,-77.303,354.1997727
40.907,-74.97,491.86
36.813,-85.65,469.2156818
45.384,-78.909,407.7561364
42.856,-72.572,444.5802273
39.36,-86.822,450.8331818
34.791,-87.392,434.6034091
44.513,-73.246,399.9238636
41.255,-81.507,411.3618182
42.387,-71.105,395.1911364
43.468,-80.544,350.2159091
29.808,-90.131,698.4072727
45.984,-64.348,374.93
39.025,-90.919,407.2806818
42.266,-71.163,403.3636364
41.605,-70.647,378.1511364
46.516,-92.696,442.4793182
39.261,-76.476,429.4720455
45.504,-73.605,443.8684091
48.375,-89.215,315.5656818
43.676,-79.424,321.9870455
39.266,-90.783,371.7459091
40.01,-83.089,403.8634091
44.756,-81.087,355.1306818
42.556,-71.351,425.9370455
44.573,-63.561,409.0120455
48.47,-89.281,348.5731818
44.9,-93.313,428.5459091
43.09,-89.416,450.0870455
36.095,-86.705,410.2427273
36.363,-94.173,421.6518182
43.825,-79.873,334.2372727
40.694,-73.991,450.7065909
38.968,-76.509,443.5093182
38.987,-76.943,439.0765909
42.702,-73.87,415.7413636
41.837,-80.747,436.2784091
40.638,-74.036,446.23
41.911,-80.703,419.9965909
33.973,-86.573,446.6084091
38.971,-77.006,443.1675
35.146,-89.984,376.2556818
43.735,-69.822,376.9972727
42.5,-72.417,484.6659091
39.496,-75.986,456.7097727
45.835,-63.587,374.0513636
44.653,-63.598,425.2663636
40.669,-80.1,417.1404545
30.544,-90.936,627.0615909
45.301,-92.393,446.3613636
44.873,-91.624,442.8036364
39.956,-86.21,411.3365909
41.541,-82.722,359.5111364
35.144,-89.989,376.2556818
43.544,-80.197,353.1352273
41.153,-87.897,397.155
39.966,-75.176,469.8102273
46.771,-60.331,445.7604545
41.126,-81.537,365.5959091
45.343,-75.935,365.4315909
38.971,-76.946,437.8881818
39.304,-84.262,395.1784091
43.739,-81.711,354.5847727
40.961,-80.435,429.5913636
48.121,-77.837,381.8784091
40.905,-74.009,462.6190909
36.012,-78.156,505.5447727
42.117,-76.006,415.8613636
48.47,-89.312,347.495
42.326,-85.669,408.2197727
41.277,-81.54,392.9702273
40.805,-73.943,443.3543182
41.663,-73.901,439.7872727
39.526,-84.734,384.0343182
32.725,-79.949,620.7602273
42.394,-76.369,414.1213636
44.934,-93.65,423.7756818
28.45,-82.4,845.4277273
44.998,-65.063,413.9538636
42.478,-76.506,350.6445455
38.784,-77.803,449.7538636
45.556,-94.164,403.5929545
43.27,-89.68,464.035
41.852,-80.666,440.2288636
38.863,-76.821,456.1838636
38.549,-86.62,424.9406818
43.282,-77.79,344.4831818
43.173,-71.014,425.4025
42.367,-88.829,438.0497727
40.126,-88.286,406.4168182
46.86,-87.892,323.6161364
40.775,-73.97,456.1220455
45.08,-93.203,436.2922727
38.604,-90.305,408.9331818
39.159,-75.94,452.2109091
45.477,-73.769,378.4793182
43.773,-80.149,368.6945455
44.615,-92.964,453.5420455
32.998,-80.178,651.5854545
46.493,-90.962,396.6934091
44.687,-79.049,374.0615909
36.787,-76.178,538.3263636
35.495,-82.606,442.9004545
45.219,-78.652,406.2484091
39.874,-84.086,384.3929545
41.291,-73.922,465.8986364
42.935,-73.461,437.1743182
43.138,-73.077,438.3981818
44.493,-63.913,400.5734091
43.692,-79.817,329.6984091
46.84,-90.64,371.1272727
38.935,-76.938,432.8038636
38.975,-76.947,438.9711364
43.713,-72.9,514.2836364
42.408,-71.326,418.6034091
35.873,-78.718,475.995
47.739,-64.815,355.4806818
42.291,-71.184,404.1552273
43.822,-89.551,447.0347727
35.149,-85.344,503.9325
46.798,-71.224,494.2013636
38.937,-74.957,389.8456818
45.077,-78.702,379.7759091
43.034,-87.897,382.8381818
40.923,-73.828,454.82
46.58,-87.296,311.9272727
45.194,-93.239,441.8918182
39.406,-75.038,426.8738636
42.051,-93.679,459.78
38.785,-90.216,407.5615909
48.047,-65.471,377.4418182
42.014,-91.568,457.1493182
32.265,-80.907,617.6143182
42.705,-83.486,364.7606818
41.168,-81.562,377.3243182
28.563,-81.341,803.6538636
29.703,-81.995,719.8454545
41.2,-81.534,387.3068182
42.773,-83.292,382.2934091
42.928,-70.99,414.4988636
46.058,-85.172,341.2243182
42.566,-71.614,408.9668182
39.282,-84.533,409.5034091
40.144,-88.228,407.3295455
44.177,-89.793,443.1904545
39.14,-84.515,408.3572727
46.136,-60.688,446.8306818
39.647,-75.533,452.4715909
39.363,-84.525,384.3931818
46.416,-63.394,397.7140909
33.807,-84.401,456.0379545
43.028,-87.905,379.5147727
43.355,-89.661,444.3984091
45.31,-66.06,421.7086364
46.714,-71.308,471.7165909
45.285,-75.358,376.2640909
45.339,-88.246,389.4079545
39.179,-76.822,433.5136364
38.433,-78.863,413.0477273
40.304,-76.416,477.3070455
44.947,-64.004,402.8338636
41.805,-80.791,438.2818182
42.004,-73.204,503.51
39.001,-76.935,429.31
37.534,-77.436,436.1227273
43.882,-79.955,365.0245455
45.462,-75.7,361.4209091
41.8,-87.588,415.1388636
38.638,-90.269,414.2686364
36.432,-81.178,592.9240909
45.345,-75.937,365.4315909
39.319,-76.625,427.1902273
45.385,-75.637,374.6263636
45.214,-81.7,298.2
41.284,-88.085,407.1081818
41.963,-87.632,391.2086364
35.024,-80.812,420.0515909
39.195,-77.088,419.5809091
40.888,-73.362,417.3029545
45.812,-63.506,374.6043182
42.405,-83.36,355.0979545
42.352,-87.917,400.8765909
42.16,-88.427,430.0681818
39.182,-84.572,414.1684091
38.721,-75.085,417.1986364
42.793,-81.182,363.6213636
41.295,-85.052,398.0211364
39.25,-77.587,391.6420455
41.984,-93.356,464.6984091
41.636,-88.487,402.7688636
44.29,-93.308,448.5443182
40.726,-73.931,440.8668182
44.876,-93.113,430.7127273
45.325,-93.858,408.9047727
44.573,-72.3,487.5920455
41.948,-87.64,393.0884091
36.094,-80.245,412.5220455
45.901,-64.367,374.2686364
37.873,-79.13,510.2809091
39.146,-84.53,395.2193182
48.268,-68.549,383.9656818
44.45,-74.26,457.9806818
29.644,-82.349,709.79
41.833,-88.163,415.21
29.662,-82.331,713.725
42.751,-73.781,426.6897727
33.775,-84.325,474.0897727
32.028,-85.456,463.9615909
33.924,-79.067,646.1895455
39.658,-86.24,396.1602273
40.293,-76.79,457.0279545
42.417,-76.521,363.7945455
43.696,-72.911,606.9436364
45.217,-93.647,420.8154545
34.221,-94.819,408.5113636
45.975,-61.126,430.6545455
38.626,-90.379,406.9909091
43.46,-80.031,359.4163636
44.15,-94.013,436.9540909
34.987,-92.375,333.9245455
43.206,-79.817,338.2761364
41.808,-87.996,422.8056818
45.001,-93.087,440.2331818
41.929,-87.726,394.2320455
48.667,-53.085,342.8243182
36.215,-81.717,539.2290909
44.376,-72.907,458.3438636
48.344,-89.212,316.7018182
40.254,-76.887,423.3009091
39.498,-76.121,454.4738636
31.838,-89.425,485.9488636
45.557,-73.57,401.8943182
38.512,-89.968,413.9779545
40.349,-88.765,387.2363636
40.575,-75.54,482.8768182
28.587,-82.579,876.0347727
40.914,-74.028,447.2577273
38.449,-81.975,432.6279545
36.268,-93.498,416.5425
30.887,-91.422,526.1834091
33.699,-84.416,459.0336364
41.958,-80.621,414.7340909
40.701,-73.989,445.7713636
41.6,-87.445,413.4379545
41.022,-82.095,398.6304545
43.007,-89.52,470.1040909
40.802,-73.933,440.0409091
33.786,-79.025,649.1293182
33.786,-84.289,475.2454545
41.938,-70.626,408.0975
42.92,-71.058,409.9636364
42.277,-71.632,415.7852273
31.631,-89.342,505.9447727
42.283,-83.76,368.2177273
41.524,-70.67,380
41.19,-74.63,440.5243182
39.386,-84.339,393.4320455
30.627,-81.571,655.5622727
39.338,-76.573,442.4475
40.79,-73.923,439.4488636
43.556,-89.641,444.2193182
40.74,-74.008,447.4834091
43.697,-72.325,407.2736364
40.956,-73.093,405.6963636
43.598,-72.61,466.4638636
47.637,-65.618,366.2979545
41.261,-73.181,449.7318182
40.759,-75.279,504.0615909
42.988,-81.415,368.9397727
43.81,-72.155,402.7561364
36.232,-80.302,437.0102273
44.326,-79.315,343.4811364
43.494,-76.467,374.4102273
42.341,-71.677,428.8756818
44.588,-78.967,357.4888636
30.369,-88.768,718.4354545
43.846,-72.397,467.9370455
45.509,-73.81,380.7025
42.427,-71.18,411.1027273
41.237,-73.455,495.9261364
30.459,-84.321,658.6372727
38.316,-77.486,408.5125
35.267,-90.065,355.865
44.67,-63.481,420.0438636
48.05,-89.507,349.3725
41.642,-87.568,411.4502273
34.949,-81.138,405.1265909
46.019,-60.466,474.8806818
45.393,-66.058,398.0586364
39.271,-85.046,407.1922727
43.386,-71.249,436.8345455
42.594,-81.655,365.0840909
38.208,-78.427,431.9368182
38.964,-74.933,387.4356818
46.652,-92.35,417.8359091
40.916,-73.895,458.6102273
43.501,-72.369,407.6584091
44.612,-92.906,468.355
38.262,-85.74,394.865
41.958,-70.698,418.8625
44.029,-72.177,415.1622727
38.908,-89.855,391.9781818
43,-81.262,366.0706818
42.136,-73.584,487.5436364
42.692,-73.622,458.2988636
45.082,-64.391,376.5197727
43.703,-79.239,316.3056818
42.311,-87.947,401.4279545
30.327,-87.676,744.4784091
45.27,-75.702,364.5004545
30.459,-81.643,701.0329545
33.896,-84.056,450.5725
45.59,-78.371,391.0215909
42.789,-78.852,376.9440909
46.683,-71.205,493.8309091
41.76,-82.689,352.0793182
44.599,-79.445,370.6511364
41.295,-82.199,394.9911364
42.855,-87.881,392.6404545
38.798,-77.159,443.3540909
41.612,-93.694,449.1129545
40.204,-75.778,495.5106818
47.664,-52.671,401.145
40.771,-73.953,453.1225
42.141,-87.789,398.3743182
43.893,-79.228,351.8313636
43.974,-73.014,514.2813636
42.304,-81.853,342.4320455
41.983,-80.754,412.3893182
40.567,-74.099,452.2334091
35.431,-79.228,523.2538636
41.514,-81.249,477.6663636
33.762,-84.296,472.7429545
42.59,-71.589,419.5511364
33.546,-82.316,446.8559091
42.915,-77.612,380.8561364
45.442,-73.597,382.1165909
44.07,-87.672,353.3804545
40.51,-88.991,394.6884091
37.56,-84.279,438.5947727
45.282,-79.186,399.7568182
41.545,-71.899,431.7018182
40.746,-73.853,431.2772727
40.043,-75.117,485.6988636
45.383,-66.081,413.2675
32.427,-81.782,516.1584091
45.029,-93.153,438.8197727
35.255,-80.776,452.1668182
42.468,-71.348,414.4436364
43.451,-89.745,455.7581818
43.991,-78.443,339.81
37.604,-88.385,398.9068182
45.394,-75.689,360.5806818
42.331,-71.231,410.7615909
41.286,-74.464,455.4609091
44.029,-79.796,325.8411364
44.938,-93.279,421.8295455
43.647,-89.8,451.6281818
41.413,-73.496,515.8268182
40.68,-74.392,505.6397727
44.025,-78.941,367.5513636
47.873,-69.681,347.8127273
42.233,-83.387,369.4465909
44.791,-93.114,430.1740909
41.892,-80.775,413.1222727
43.215,-80.017,357.3497727
43.451,-80.474,356.5852273
39.84,-83.493,399.1654545
41.317,-72.926,422.0225
43.616,-84.247,354.3390909
36.089,-85.812,456.0268182
41.967,-91.588,451.0559091
32.554,-94.961,336.4959091
42.145,-87.788,399.8318182
41.116,-73.868,439.9247727
44.903,-93.499,431.2097727
39.339,-79.858,486.7395455
38.623,-90.185,416.9295455
46.772,-92.153,426.2702273
44.302,-78.302,324.9838636
42.363,-71.169,392.8302273
39.17,-77.13,410.0495455
38.97,-74.842,372.4718182
43.157,-79.472,326.6861364
32.728,-79.951,619.5709091
37.678,-77.926,410.3009091
36.001,-79.829,450.5009091
29.814,-81.299,699.535
38.751,-91.022,419.2643182
42.422,-83.04,369.6752273
46.85,-71.245,487.7547727
32.069,-84.912,469.7322727
37.53,-77.507,441.0138636
35.645,-78.92,483.8402273
47.636,-65.611,371.3877273
38.758,-93.765,460.3595455
43.093,-73.779,451.7472727
45.041,-67.354,408.7356818
37.204,-80.454,389.0656818
42.15,-88.143,427.2259091
38.035,-84.506,434.6904545
36.119,-82.021,596.6340909
35.782,-78.677,498.5077273
43.326,-71.687,431.1561364
35.221,-85.222,435.7586364
40.603,-74.533,498.1513636
40.218,-74.892,475.785
40.721,-73.945,441.1913636
45.475,-73.761,378.1165909
40.532,-80.114,415.7645455
42.086,-87.646,396.9038636
41.844,-69.983,352.4375
49.921,-74.367,448.545
38.94,-74.962,391.6736364
39.025,-90.927,396.7245455
42.437,-71.113,407.2577273
38.01,-78.454,450.7922727
45.311,-75.893,368.8556818
40.336,-74.646,457.8115909
45.543,-73.667,383.9529545
43.551,-80.253,360.4034091
43.385,-93.275,463.3059091
40.712,-73.813,435.9336364
36.527,-75.99,538.3518182
40.564,-78.951,485.7227273
43.113,-74.014,535.2086364
43.784,-79.374,320.7870455
45.23,-62.024,458.2268182
47.61,-65.637,368.1225
44.609,-63.481,412.6125
41.196,-73.628,483.1972727
44.983,-93.182,425.3843182
41.841,-72.561,431.7990909
48.437,-68.546,334.2252273
42.008,-71.012,409.9643182
46.252,-60.096,440.4509091
43.402,-89.659,448.4125
44.905,-93.364,432.8527273
39.037,-84.734,411.5811364
44.207,-72.876,546.1784091
41.683,-86.69,425.2756818
38.64,-90.207,420.2063636
38.598,-78.374,537.2379545
41.322,-90.743,431.2547727
41.212,-81.622,419.0306818
43.031,-89.371,450.3061364
43.079,-86.173,345.0170455
38.877,-77.092,445.9743182
33.693,-78.878,624.6306818
34.671,-86.759,425.7702273
39.722,-84.1,397.5959091
33.985,-84.398,458.0556818
38.091,-86.46,407.3613636
44.377,-72.91,458.3438636
45.389,-75.474,376.0384091
41.051,-82.28,408.7854545
30.406,-88.82,726.3022727
42.121,-80.127,411.7706818
35.013,-85.107,440.2068182
40.036,-83.098,406.6279545
42.462,-76.504,352.0947727
41.63,-72.805,467.8213636
40.542,-80.157,418.1654545
45.777,-75.641,427.9290909
40.161,-76.165,449.6384091
40.439,-74.902,487.2636364
39.036,-84.322,410.9863636
44.75,-68.859,386.5163636
46.682,-64.166,374.1156818
46.973,-52.896,455.2338636
41.447,-74.47,475.9047727
43.776,-80.069,359.7218182
43.833,-79.161,334.195
35.164,-93.647,533.0938636
35.219,-85.129,441.33
41.265,-84.396,366.5679545
39.836,-77.236,410.3781818
44.856,-92.62,448.4527273
40.543,-74.58,455.9729545
42.46,-70.978,386.9627273
43.248,-89.797,444.2513636
46.045,-70.44,466.3190909
41.153,-87.895,403.0309091
46.519,-84.327,347.6015909
41.906,-72.701,454.0038636
40.671,-73.984,446.0809091
