"latitude","longitude","avgGDD5"
42.898,-77.668,2384.209091
44.934,-76.934,1948.199318
41.881,-88.215,2719.003409
45.411,-75.744,2158.056136
40.499,-88.965,2967.073409
36.431,-81.179,2327.549205
40.294,-74.726,3079.044318
44.105,-77.569,2220.217159
30.627,-81.568,5723.692159
42.012,-88.346,2650.385455
29.64,-82.337,5825.922727
40.657,-73.995,3155.037955
45.405,-75.745,2153.285455
42.445,-71.082,2608.873409
44.295,-93.269,2421.472727
38.712,-90.242,3572.867386
28.1,-82.402,6503.117841
40.424,-86.916,2980.212841
39.04,-77.151,3398.353182
40.459,-80.006,2842.612273
42.321,-82.949,2717.773409
44.669,-63.481,1812.442159
41.022,-83.686,2839.757159
41.914,-88.045,2760.246591
43.915,-89.916,2328.188409
42.352,-85.463,2567.411705
44.451,-73.218,2322.120455
49.11,-72.33,1402.67125
41.831,-87.961,2808.141932
38.68,-90.306,3545.820455
34.742,-86.602,4165.034545
46.185,-75.93,1835.645682
41.044,-73.937,3055.965114
46.145,-84.059,1821.718409
42.598,-82.933,2625.213977
43.669,-79.407,2425.74375
40.313,-84.265,2860.844205
40.867,-74.003,3253.599205
30.584,-85.133,5354.306705
43.22,-89.72,2398.903182
38.736,-90.208,3586.391364
44.099,-69.107,2062.626705
49.649,-54.772,1244.792727
41.743,-70.203,2526.370682
38.499,-90.495,3527.744318
40.338,-75.419,2921.767841
44.924,-93.196,2543.634659
39.045,-76.446,3570.376364
48.439,-68.535,1444.384659
46.744,-71.298,1903.800227
43.393,-79.714,2446.813636
43.677,-89.899,2323.376477
42.495,-76.484,2294.402386
43.622,-72.358,2104.119545
37.522,-77.587,3651.952045
37.739,-84.297,3409.762273
45.29,-85.159,2062.12
41.059,-77.828,2198.611591
36.106,-82.093,1841.917955
43.068,-87.891,2451.851364
46.062,-64.762,1808.071136
37.092,-85.353,3581.380568
39.077,-76.776,3538.704091
48.828,-81.432,1475.301932
42.236,-83.687,2557.558523
38.976,-76.947,3530.88625
35.232,-82.609,3260.14125
46.931,-71.236,1523.124432
43.596,-65.798,1705.050341
43.544,-70.353,2217.576705
44.753,-68.829,2037.38375
38.643,-90.208,3575.299886
46.647,-60.401,1631.714432
38.867,-77.125,3452.028068
37.282,-80.468,2805.827727
42.337,-74.132,1967.54375
39.148,-84.385,3255.714773
39.279,-84.744,3226.172727
28.203,-82.775,6483.649773
35.977,-79.041,3922.783295
39.336,-76.624,3434.434205
41.025,-74.378,2621.730227
41.986,-80.782,2639.051818
39.88,-76.726,3048.932727
44.969,-92.992,2410.570114
44.656,-63.678,1786.270455
37.656,-90.686,3335.540455
46.505,-64.102,1787.298636
42.384,-71.1,2665.877841
41.785,-74.739,2118.11875
41.265,-73.835,2773.972045
41.54,-73.065,2598.374091
44.558,-79.445,2079.146591
46.637,-71.209,1809.211818
40.036,-82.953,3002.753523
45.046,-93.502,2433.08875
50.054,-92.273,1620.7425
48.095,-66.299,1547.795795
38.355,-79.086,2888.902727
43.015,-89.52,2387.134091
41.721,-91.532,2860.313409
44.984,-93.186,2469.556136
45.481,-65.728,1735.967841
32.526,-92.142,4948.12375
46.74,-71.272,1889.380455
41.414,-80.384,2518.385114
38.267,-85.512,3491.935455
41.14,-75.993,2394.001932
41.593,-85.849,2706.273636
43.685,-79.543,2343.543977
43.472,-80.569,2103.306136
43.001,-89.425,2403.225227
41.665,-91.584,2892.521023
38.586,-90.328,3583.072841
33.193,-87.54,4735.062841
42.143,-87.788,2706.074886
40.024,-83.083,3031.218523
42.337,-82.943,2722.044773
42.968,-81.327,2319.858977
44.382,-72.477,1887.426364
44.28,-71.551,1753.788295
38.998,-77.079,3427.190682
44.377,-75.892,2263.809432
42.402,-71.4,2580.509205
45.39,-76.071,2081.576023
43.639,-79.497,2429.542159
44.281,-79.89,2116.096818
38.639,-90.284,3583.729773
41.545,-81.637,2837.992273
35.971,-78.967,4012.497614
44.559,-69.659,2059.925455
46.405,-80.974,1780.903977
43.178,-72.449,2254.857273
42.494,-76.488,2334.557159
46.208,-60,1602.765114
39.269,-76.775,3382.910455
45.128,-93.153,2451.169432
44.397,-73.038,2105.609205
32.207,-94.966,5085.27125
39.058,-77.037,3353.991705
42.744,-88.245,2427.058523
45.089,-92.997,2443.521023
43.825,-79.436,2281.988523
45.537,-93.737,2253.6025
40.164,-80.596,2816.764432
42.322,-71.044,2698.057955
40.668,-88.889,2965.618068
44.269,-71.91,2024.662955
42.362,-74.056,2446.0025
42.267,-89.037,2603.685
28.902,-82.593,6080.617727
38.717,-90.396,3505.451364
40.453,-86.969,2935.101591
36.006,-78.901,3966.726591
48.436,-68.524,1430.620455
40.782,-73.973,3188.737614
37.761,-83.894,3293.189545
44.083,-69.06,2050.719318
45.156,-93.323,2449.742727
42.383,-90.283,2505.987159
38.867,-90.14,3549.470568
40.796,-74.467,2853.309773
40.356,-90.082,3150.290909
31.63,-81.278,5467.9725
40.023,-83.197,2967.440568
43.392,-89.757,2300.492045
28.859,-82.509,6089.663068
35.802,-84.169,3864.888636
45.946,-60.603,1678.142386
44.552,-92.592,2383.542045
42.276,-89.089,2627.234886
35.655,-83.441,1546.767159
33.768,-84.278,4276.257045
42.495,-81.762,2398.829659
37.596,-77.539,3679.281136
43.87,-91.183,2555.194205
40.988,-73.681,3076.415227
43.872,-69.661,2121.507841
45.291,-75.79,2119.580568
45.281,-76.69,2024.045341
43.639,-79.321,2486.292045
42.244,-90.267,2624.240455
48.559,-68.202,1378.883523
42.451,-71.49,2524.120455
38.668,-90.388,3494.793409
42.669,-73.767,2546.486364
38.535,-90.327,3582.063864
46.257,-81.761,1809.166023
42.389,-71.148,2668.829659
38.49,-76.592,3655.173977
45.957,-66.663,1881.982273
41.156,-81.354,2671.77
39.432,-84.208,3150.109773
44.595,-75.677,2215.515795
40.038,-75.467,3015.164432
35.601,-78.763,4127.180114
45.144,-63.353,1822.945909
45.55,-62.743,1794.398409
39.776,-75.492,3272.937045
43.297,-87.987,2333.487955
42.323,-89.1,2598.838409
44.659,-67.593,1874.584091
42.762,-81.219,2351.670455
47.465,-94.864,1908.855114
45.491,-75.509,2108.910568
39.735,-76.035,3090.416364
40.382,-76.014,2969.083636
45.404,-65.445,1694.859091
35.799,-83.957,3865.525114
42.959,-86.089,2472.467273
42.369,-70.986,2694.352614
43.653,-79.462,2418.611136
37.714,-89.221,3614.217159
44.945,-89.618,2070.336705
32.645,-84.672,4598.354091
44.936,-93.163,2478.849318
41.576,-93.283,2872.439318
42.31,-88.263,2558.760568
38.463,-90.585,3565.157386
42.232,-71.594,2446.411023
43.233,-89.776,2452.738182
43.286,-89.659,2404.907614
38.277,-85.763,3666.985795
43.58,-72.627,1933.84125
42.415,-71.325,2556.465909
38.921,-77.048,3512.9725
33.986,-84.219,4225.460795
44.94,-93.259,2521.059773
39.809,-74.55,3160.274886
41.488,-81.694,2834.047386
42.264,-83.72,2516.973182
43.362,-79.913,2213.148295
41.987,-91.205,2709.715114
42.444,-85.308,2532.077273
42.901,-75.649,2110.762159
45.689,-73.517,2192.868977
32.685,-85.973,4601.932045
42.427,-73.913,2254.077614
39.259,-84.473,3235.590455
40.817,-83.256,2826.157614
44.55,-73.12,2223.659886
43.114,-89.478,2429.125568
38.434,-78.864,2944.4825
42.718,-73.865,2497.127045
42.811,-89.157,2484.273636
43.3,-79.986,2228.019545
42.341,-87.864,2577.319318
45.532,-73.559,2228.22125
39.512,-79.307,2310.935682
35.385,-83.094,2384.831477
30.542,-89.623,5393.227955
38.735,-94.423,3463.641705
45.491,-73.61,2163.096023
29.888,-81.31,5987.674432
44.397,-73.278,2344.462273
42.037,-93.776,2700.221364
41.802,-88.183,2770.208295
47.085,-83.468,1477.106477
44.446,-73.12,2225.302727
41.355,-88.161,2865.252386
35.97,-81.894,2509.540909
37.618,-78.818,3485.560341
35.996,-78.89,3963.732045
33.058,-87.033,4703.619432
42.17,-89.153,2633.456591
47.981,-91.981,1692.312386
43.069,-89.486,2409.18375
38.635,-90.288,3566.652273
44.502,-73.006,2161.438068
45.965,-66.795,1885.049091
43.187,-84.122,2454.958182
39.962,-83.079,3060.907614
36.498,-87.09,3773.463068
38.642,-90.278,3583.729773
40.8,-74.48,2846.570682
48.568,-89.248,1408.531818
28.147,-80.684,6470.324659
42.366,-83.854,2469.533295
36.143,-78.843,3878.602727
45.648,-61.412,1704.275795
31.606,-88.704,4979.045455
34.223,-85.187,4187.886932
46.165,-82.109,1799.339432
45.824,-77.093,1983.621932
41.322,-71.963,2701.150568
43.702,-79.317,2417.364091
42.315,-82.974,2713.902159
46.446,-67.258,1481.855
44.643,-63.581,1814.227159
41.215,-75.843,2230.754659
36.754,-78.734,3644.028068
39.994,-76.356,3080.295341
37.5,-76.469,3864.583977
35.229,-82.725,3277.917955
41.156,-74.289,2670.399773
40.768,-73.972,3198.793523
44.998,-93.091,2490.455568
45.109,-93.317,2468.204886
45.32,-75.604,2120.568182
45.902,-60.491,1525.3275
44.896,-93.002,2474.389091
43.3,-89.782,2420.012727
40.791,-74.213,3116.618409
42.396,-71.033,2671.042727
45.883,-74.991,1771.207841
36.163,-85.502,3607.683182
39.226,-76.745,3433.950114
29.48,-81.211,6092.6975
39.794,-74.097,3142.935341
41.232,-81.518,2741.323182
42.162,-74.262,1605.010909
43.113,-88.417,2403.276023
44.937,-93.15,2482.356818
34.774,-86.739,4102.633636
41.049,-73.82,2985.887955
42.368,-88.921,2538.671477
30.481,-84.263,5419.563636
40.635,-74.101,3138.213068
39.156,-84.616,3179.550682
45.214,-85.005,2094.018864
44.677,-63.551,1810.570568
35.858,-79.155,3942.749773
41.641,-93.454,2852.285568
42.379,-89.822,2507.214205
38.058,-85.843,3539.302159
42.029,-87.736,2798.885114
33.753,-84.704,4175.322273
41.343,-81.773,2729.312727
42.276,-71.195,2639.282614
40.234,-80.216,2865.190682
35.502,-82.561,3241.487045
44.637,-63.586,1821.771023
28.6,-81.191,6396.661591
43.332,-80.086,2200.744091
42.357,-88.781,2569.011477
46.497,-84.04,1737.280341
40.617,-73.827,3188.097045
44.505,-72.884,1978.2325
44.603,-73.021,2128.102955
45.098,-93.079,2447.154205
50.016,-74.103,1185.364545
38.391,-78.301,3268.508409
40.606,-73.981,3215.002727
41.832,-87.603,2878.791136
44.246,-73.142,2157.336705
30.65,-89.621,5330.676932
42.596,-71.58,2435.378409
43.04,-89.429,2425.892386
39.724,-84.08,3069.547273
42.248,-71.019,2677.817045
42.453,-72.943,1987.701932
47.053,-64.003,1713.725227
44.965,-93.198,2503.417159
44.197,-73.357,2337.079773
44.042,-79.944,2076.838182
44.594,-63.449,1816.183977
45.4,-75.673,2145.782045
39.038,-77.112,3383.403523
38.84,-76.976,3481.237727
43.068,-89.479,2409.18375
43.038,-89.443,2403.986932
39.061,-77.093,3421.400455
44.598,-78.14,1958.380682
39.619,-84.109,3054.038523
42.355,-71.148,2668.857614
48.164,-89.562,1477.869091
45.285,-72.687,1935.761818
39.951,-75.39,3226.516818
41.387,-73.186,2757.951932
43.056,-73.798,2448.954773
38.664,-90.349,3541.462955
34.873,-92.202,4424.749659
41.794,-88.08,2803.691136
44.178,-79.535,2144.247045
42.984,-71.463,2405.662045
38.834,-77.176,3375.250341
43.041,-89.429,2425.892386
43.003,-77.617,2481.830795
41.155,-73.825,2865.671705
39.267,-76.798,3473.808295
41.171,-73.26,2890.652841
43.497,-80.569,2090.923977
35.895,-78.579,4036.977841
40.774,-73.977,3188.737614
42.345,-72.691,2432.430455
30.412,-89.617,5467.152727
43.812,-78.972,2335.956136
42.671,-76.719,2486.239545
45.801,-60.644,1555.854432
40.106,-75.091,3174.151818
40.173,-88.388,3038.467727
43.157,-88.173,2354.980909
43.597,-72.608,1960.995682
45.923,-73.82,1941.472955
37.785,-80.018,3062.715795
44.295,-89.763,2266.096136
43.825,-91.229,2587.921818
42.682,-89.008,2498.537159
44.175,-77.331,2238.89625
38.642,-90.288,3582.005795
41.54,-83.839,2745.358295
43.21,-90.188,2475.269432
43.114,-71.644,2237.711705
46.199,-91.107,1826.377727
44.801,-92.685,2334.830568
45.241,-77.168,1891.893068
41.516,-73.558,2354.371364
42.594,-71.584,2444.689659
44.502,-80.268,2118.990227
33.789,-84.371,4319.274659
40.114,-82.953,2984.175341
37.218,-80.431,2922.33125
31.24,-93.918,5193.367727
38.834,-79.374,2686.871705
44.182,-71.399,1466.53125
39.181,-84.417,3190.223182
43.285,-89.644,2383.839659
44.471,-79.05,2055.925455
45.215,-75.656,2147.921136
45.646,-75.545,1890.417955
45.128,-93.187,2451.382159
45.383,-74.022,2197.941023
37.574,-77.802,3629.21875
44.965,-93.219,2538.412614
45.087,-93.073,2449.206932
27.74,-82.322,6567.8
42.37,-71.258,2599.855568
45.419,-72.678,2073.556705
39.777,-89.666,3203.319545
43.539,-80.207,2080.575455
35.297,-82.915,2131.958977
45.451,-75.671,2133.503182
43.221,-71.703,2194.833864
41.376,-88.121,2832.307386
38.957,-78.819,2783.667955
45.133,-69.211,1876.855114
45.016,-93.326,2481.905227
33.24,-79.604,4929.365
45.742,-94.271,2246.316818
40.11,-88.241,3037.506477
45.416,-75.684,2136.933182
44.479,-76.099,2222.254659
43.272,-79.901,2444.698295
42.303,-71.1,2652.751591
41.93,-80.776,2656.616364
42.351,-73.953,2361.648523
42.217,-77.318,2120.160114
43.725,-79.332,2396.454545
35.825,-79.144,3989.082386
40.122,-88.325,3049.060568
34.071,-81.206,4661.736136
44.048,-91.644,2570.081364
41.069,-77.992,2232.580568
41.814,-88.064,2783.562614
29.434,-81.107,6139.369205
46.201,-62.533,1786.690909
43.877,-79.43,2233.825795
41.198,-74.436,2408.607614
45.015,-93.643,2404.288409
40.157,-83.183,2925.783977
38.096,-87.54,3616.342045
48.421,-89.275,1511.227045
41.84,-88.113,2750.8675
39.473,-88.166,3247.049091
42.35,-71.396,2591.179659
42.575,-71.6,2485.058068
35.696,-79.21,4036.681818
38.732,-90.376,3521.964205
38.901,-77.089,3542.337955
44.33,-72.502,1904.188068
45.137,-93.3,2470.054318
42.76,-73.462,2045.114205
33.494,-88.421,4599.848068
42.289,-88.345,2565.25125
47.143,-93.502,1891.656136
42.026,-74.204,2361.62875
38.979,-90.53,3369.709773
40.795,-77.861,2539.410795
42.371,-71.029,2681.04625
44.959,-93.173,2490.806818
42.295,-83.742,2549.159091
35.496,-82.608,3236.424886
28.789,-81.138,6340.965909
38.974,-75.535,3521.371023
45.217,-93.278,2404.085795
35.596,-83.791,3446.519205
39.582,-78.897,2182.815341
43.038,-89.431,2425.892386
42.009,-72.501,2577.470227
41.013,-81.397,2677.566477
45.797,-64.26,1794.420341
30.655,-83.234,5462.795795
47.019,-91.673,1779.958864
44.276,-77.807,2139.660341
43.696,-73.035,2271.21
35.298,-90.06,4301.818864
44.341,-72.462,1976.917841
39.899,-75.389,3260.883636
36.911,-76.114,4140.051136
42.374,-85.459,2562.651705
39.62,-86.166,3096.702273
35.501,-80.841,3977.978409
39.353,-76.887,3339.689432
45.475,-73.606,2234.229773
44.941,-76.685,2031.237955
45.821,-60.674,1651.840568
30.581,-87.047,5508.101477
40.123,-88.209,3041.582159
38.973,-77.003,3488.882386
45.25,-74.133,2181.347045
43.84,-91.384,2541.937614
38.916,-77.154,3396.581818
43.407,-80.075,2156.048182
41.283,-72.399,2768.480114
41.31,-73.99,2884.106591
45.498,-73.847,2215.856364
41.983,-88.692,2612.070568
39.112,-84.239,3180.673068
45.116,-93.175,2461.781136
45.373,-75.798,2161.104773
44.043,-91.633,2580.705341
45.247,-75.626,2122.27125
44.238,-68.345,2024.101136
42.45,-72.946,1914.448068
44.462,-76.588,2154.757955
41.526,-83.697,2789.929432
47.761,-64.886,1598.957159
44.674,-79.808,2062.2125
42.305,-71.092,2652.751591
29.216,-82.052,6029.097614
45.188,-93.283,2421.575455
38.947,-80.511,2874.349886
45.14,-76.384,2012.537614
39.4,-79.584,2535.651932
43.629,-79.735,2260.233409
40.802,-81.763,2720.865909
44.964,-93.215,2538.412614
38.885,-77.008,3592.399773
30.662,-91.181,5386.893636
42.583,-88.007,2465.243977
42.119,-83.297,2714.215
40.785,-74.48,2854.580114
28.358,-81.591,6484.228636
48.431,-89.217,1522.556364
41.781,-88.02,2778.729659
41.271,-72.828,2852.184318
45.607,-73.712,2191.389659
44.863,-68.74,1998.869091
30.789,-91.449,5403.429659
45.208,-75.226,2139.680568
43.34,-89.62,2408.768977
43.854,-72.589,2102.0275
41.846,-88.193,2746.782045
39.934,-83.813,2945.151477
43.743,-79.799,2153.406023
44.621,-67.765,1892.194659
44.94,-93.21,2546.710227
41.145,-74.165,2806.300114
39.187,-76.791,3428.702614
41.813,-87.626,2880.671932
46.492,-81.014,1766.822841
42.425,-83.937,2484.260114
45.293,-75.823,2102.614205
46.34,-62.996,1773.246705
46.237,-64.511,1826.75
43.015,-71.19,2332.325
41.481,-81.489,2548.618409
31.85,-86.06,4898.430455
44.306,-78.309,2061.508864
48.375,-89.362,1520.677273
41.342,-88.162,2862.927841
41.698,-72.356,2411.859091
38.689,-90.235,3579.107727
39.313,-84.297,3129.387159
43.473,-89.754,2354.898977
35.797,-82.957,2188.521136
45.494,-91.76,2102.287614
44.742,-79.889,2077.065
45.098,-93.046,2444.837727
44.165,-77.855,2117.834773
41.141,-81.906,2688.443523
42.68,-73.64,2409.493182
45.128,-92.765,2391.01125
42.417,-71.069,2657.97375
41.97,-88.097,2700.038409
45.067,-75.821,2136.304432
39.805,-84.058,3088.308409
39.501,-84.052,3058.136477
46.518,-87.208,1851.745795
45.024,-93.309,2490.863636
45.492,-75.621,2111.885682
46.217,-85.961,1742.293182
44.478,-64.634,1898.604205
33.779,-84.4,4301.825114
40.795,-73.954,3214.853636
42.685,-71.719,2353.742841
42.691,-84.438,2442.39625
39.062,-77.374,3398.314886
41.686,-87.574,2897.455114
42.661,-83.196,2506.056818
37.306,-89.518,3760.905227
40.374,-82.395,2701.161364
37.328,-76.005,3944.112955
42.407,-88.039,2509.261705
45.89,-91.435,1956.426477
39.986,-82.866,3031.090227
38.892,-77.022,3605.325341
39.155,-84.45,3249.607614
39.87,-79.496,2689.414886
42.3,-89.119,2602.434091
42.072,-87.973,2712.075114
42.474,-87.943,2514.838068
42.261,-88.103,2547.07375
42.418,-88.932,2539.400455
32.326,-84.739,4891.996364
33.488,-89.256,4440.544659
39.227,-76.9,3349.865114
36.039,-93.336,3788.114773
42.601,-72.165,2113.872614
41.242,-70.004,2473.002727
38.624,-77.536,3474.889886
43.053,-73.054,1593.223068
42.229,-88.585,2588.407159
44.438,-72.702,1959.837159
45.954,-66.677,1822.398295
47.506,-93.454,1802.348636
44.072,-77.758,2101.903295
43.903,-72.549,2001.012727
39.595,-79.591,2520.852273
41.905,-80.778,2629.714432
41.375,-70.731,2522.013864
46.548,-84.296,1708.478068
40.035,-75.343,3073.661023
41.617,-71.818,2493.909318
44.268,-88.377,2281.705455
44.279,-93.245,2411.768295
40.626,-74.512,2796.923977
45.48,-93.714,2275.896477
42.208,-73.863,2633.289545
41.338,-73.041,2686.252273
31.66,-89.194,5006.930568
38.933,-76.938,3622.797614
40.702,-73.996,3277.762045
45.204,-66.949,1776.149318
43.753,-79.2,2370.283636
43.828,-72.283,2016.198409
45.539,-62.113,1627.36375
45.135,-67.254,1835.652841
43.041,-76.212,2422.176477
33.749,-84.373,4289.594886
41.712,-87.67,2855.262614
42.516,-83.56,2475.361364
43.853,-79.458,2258.751364
47.937,-69.506,1469.304318
29.65,-82.176,5833.208182
45.296,-75.823,2110.947273
44.931,-78.636,1817.539091
39.096,-84.51,3298.626591
33.009,-94.699,4867.503864
44.626,-63.504,1818.495114
43.213,-89.693,2376.672045
42.686,-70.78,2486.930909
39.047,-94.577,3476.504886
47.167,-92.716,1730.876705
42.295,-71.628,2503.062841
44.984,-93.513,2431.912614
36.006,-86.728,3842.452386
39.973,-83.162,2978.414659
42.389,-83.059,2702.056023
43.687,-79.367,2411.161023
41.835,-87.903,2835.784432
40.179,-77.122,2945.437045
39.958,-75.22,3323.312841
30.361,-88.764,5540.414773
28.619,-81.062,6376.114886
40.884,-73.337,2919.732727
41.351,-71.971,2668.282159
43.084,-72.364,2011.114886
43.224,-79.893,2289.820909
41.98,-87.675,2810.757727
41.874,-88.221,2727.035227
45.018,-76.365,2088.597727
42.732,-84.477,2443.143977
38.798,-90.242,3506.480682
41.961,-87.644,2825.489318
40.123,-83.026,3026.920227
35.599,-81.031,3919.129545
37.688,-75.65,3774.379318
35.628,-77.48,4290.679886
42.022,-70.618,2638.20625
43.092,-76.765,2513.315
43.662,-79.439,2423.767159
41.756,-71.956,2555.598182
30.4,-88.751,5501.985455
41.022,-78.436,2447.925909
38.858,-77.049,3584.2575
39.455,-84.207,3099.714318
41.281,-81.568,2877.210909
40.771,-73.952,3211.614659
38.231,-78.379,3362.746591
39.915,-75.987,2988.542386
42.607,-73.891,2529.79
42.259,-71.03,2689.723864
44.859,-93.131,2509.480455
41.469,-81.357,2592.477841
37.469,-77.669,3697.219773
44.212,-73.883,1561.659545
42.425,-71.475,2546.496932
45.051,-92.99,2408.0925
41.337,-86.441,2737.071023
44.39,-71.604,1861.131136
45.139,-93.299,2470.054318
44.939,-93.221,2533.313295
38.642,-90.318,3552.386932
44.903,-93.223,2533.971932
41.713,-87.522,2892.107614
42.341,-71.11,2676.201023
46.548,-87.411,1828.0325
40.806,-77.868,2520.705682
40.941,-73.145,2997.427386
38.871,-78.449,2839.095341
44.263,-78.901,2044.51
44.89,-92.858,2378.615341
42.338,-72.662,2445.576705
38.581,-90.39,3528.044318
44.473,-72.692,2005.201591
43.895,-72.401,1777.116932
40.257,-74.746,3106.694773
34.206,-86.159,4019.24875
43.056,-78.997,2449.331591
40.598,-75.514,2847.6825
42.388,-71.148,2668.829659
41.221,-73.246,2817.502614
48.839,-88.488,1465.242045
41.691,-87.985,2844.868523
38.277,-84.829,3402.49625
41.386,-73.185,2757.951932
44.821,-69.755,1925.36875
44.104,-77.578,2220.217159
41.788,-87.583,2877.505341
42.341,-71.429,2576.695909
45.911,-66.585,1891.427727
42.037,-93.609,2728.93875
40.682,-74.235,3182.869318
43.124,-76.117,2451.811477
41.247,-73.59,2690.618977
35.914,-79.048,3979.45875
45.972,-81.994,1814.055455
34.015,-86.014,4375.419205
39.332,-76.87,3358.227841
43.767,-79.234,2338.492727
39.221,-84.079,3106.629091
41.758,-87.859,2892.027841
42.124,-71.208,2539.643636
36.439,-87.316,3853.477273
45.588,-61.797,1747.864432
44.399,-78.403,2023.365227
42.643,-70.68,2493.440682
44.812,-93.21,2522.357386
41.688,-72.706,2707.414659
32.845,-79.804,5191.406591
39.663,-84.091,3049.222386
42.103,-71.043,2617.665568
35.647,-83.921,3254.873977
42.64,-70.637,2433.503068
42.314,-71.041,2698.057955
35.782,-78.828,4060.040114
35.149,-84.608,3432.180909
39.627,-83.23,3056.041932
44.331,-78.316,2054.505909
36.207,-81.652,2627.141818
46.573,-84.455,1602.038523
28.285,-82.662,6407.756705
42.723,-92.35,2578.12
43.641,-79.495,2429.542159
44.843,-93.371,2498.125795
40.851,-73.82,3233.158636
31.264,-89.366,5112.686818
39.965,-75.188,3332.877614
33.786,-84.309,4295.465
39.641,-78.279,2900.779886
29.558,-82.619,5810.385455
44.916,-93.216,2542.662045
39.582,-77.434,3106.843182
45.406,-76.002,2141.861364
44.929,-93.095,2523.587273
31.359,-85.877,5076.931705
42.292,-88.083,2556.406591
38.796,-77.068,3620.715341
42.256,-73.327,2264.387386
45.359,-63.273,1804.262614
40.223,-80.049,2806.617159
33.488,-89.274,4445.128636
40.018,-83.097,3072.364773
38.828,-77.139,3465.189091
45.063,-67.332,1812.68875
42.584,-71.612,2483.856136
42.309,-71.078,2667.304318
35.986,-78.86,3968.050568
40.697,-74.504,2919.821932
40.762,-77.703,2409.217614
38.915,-77.296,3372.249432
45.184,-76.125,2099.42
42.224,-71.12,2616.378636
46.255,-63.135,1792.5625
39.718,-84.097,3039.597273
43.745,-87.738,2233.688068
39.379,-84.511,3157.534205
44.504,-72.884,1978.2325
44.25,-72.571,2040.623636
46.134,-81.553,1741.704659
42.446,-76.466,2327.459318
42.188,-87.648,2710.343636
45.512,-73.526,2242.652614
41.902,-80.683,2591.109205
43.681,-79.49,2395.860114
41.683,-72.6,2752.712273
41.185,-73.133,2931.984091
43.089,-89.431,2435.772614
38.695,-76.963,3536.249318
38.055,-76.646,3770.811364
38.595,-92.279,3478.081705
40.69,-73.973,3229.072955
43.697,-73.504,2331.080455
43.246,-79.995,2367.278182
42.085,-93.218,2661.533295
46.473,-84.519,1716.100114
46.947,-65.835,1751.912045
42.266,-83.74,2538.600568
40.604,-73.931,3219.057159
41.665,-83.675,2759.435909
38.595,-81.994,3278.800455
41.792,-87.599,2877.275455
43.469,-80.542,2109.498636
41.81,-80.769,2547.90125
38.956,-77.07,3406.624205
46.652,-80.946,1740.229091
40.822,-81.096,2652.268864
42.479,-83.996,2456.737273
42.312,-81.853,2488.987841
47.191,-84.64,1402.718182
46.475,-84.521,1716.100114
41.652,-76.764,2342.487955
41.488,-81.751,2831.28375
42.774,-73.706,2545.405455
40.804,-82.994,2759.309545
35.075,-81.007,4200.42125
41.551,-70.618,2597.419659
28.658,-80.743,6343.419545
41.586,-81.38,2623.284318
44.309,-85.543,1955.460227
39.097,-75.533,3493.773636
41.592,-87.181,2809.248523
38.319,-85.624,3531.380455
40.175,-79.765,2866.363864
45.522,-74.173,2139.625
44.136,-80.034,1990.805568
40.113,-82.938,3010.785455
39.157,-77.057,3305.741364
41.132,-73.242,2963.000341
43.835,-79.549,2234.21125
39.906,-75.352,3288.23625
42.092,-87.807,2747.181705
42.167,-71.165,2652.615
43.069,-77.564,2473.778182
40.069,-75.229,3156.743409
42.319,-71.165,2617.153523
37.084,-76.488,4021.092159
43.248,-89.656,2408.096705
35.855,-76.241,4351.640341
44.543,-69.632,2094.753409
42.696,-88.109,2427.570795
47.548,-69.81,1571.610568
46.625,-71.754,1883.736932
41.482,-72.276,2590.642159
35.513,-93.326,4168.07
42.978,-85.709,2442.799773
44.904,-86.026,2223.295227
32.526,-94.762,5025.008409
42.001,-71.316,2562.50625
46.85,-92.085,1686.472614
43.083,-89.444,2424.479432
43.726,-91.288,2475.77375
41.568,-81.576,2815.266477
40.298,-83.574,2838.074205
43.064,-79.012,2453.635455
44.872,-93.326,2516.992159
36.688,-79.427,3530.258409
40.092,-75.393,3151.864886
42.296,-71.626,2503.062841
43.793,-92.215,2376.990341
44.531,-68.628,2023.246932
41.663,-81.434,2759.651705
40.111,-88.227,3040.355341
48.382,-89.591,1492.969545
42.287,-85.617,2583.419659
38.609,-90.314,3598.440909
39.037,-76.79,3555.862386
42.611,-73.742,2568.223068
40.735,-73.817,3182.235909
38.653,-78.314,2682.002955
42.503,-76.437,2238.249318
29.646,-82.346,5826.647955
34.062,-78.274,4599.977614
44.555,-72.578,1976.414886
44.636,-73.05,2078.660114
39.416,-81.448,3114.976591
47.692,-91.641,1591.299545
30.186,-93.247,5580.930227
46.313,-94.271,2101.632386
38.527,-90.801,3423.194773
35.187,-79.368,4255.051818
46.589,-84.448,1584.302159
38.832,-76.775,3568.955795
35.475,-82.615,2969.149318
44.899,-93.196,2545.327386
44.466,-72.685,2033.461023
44.815,-93.371,2508.725455
42.376,-71.202,2646.353864
38.888,-77.33,3380.162273
43.534,-79.96,2128.191705
43.436,-70.792,2150.121705
35.988,-89.01,4006.985795
44.986,-93.05,2495.825568
38.59,-90.717,3472.01
34.524,-83.96,3834.427614
35.239,-75.6,4686.155341
40.161,-88.263,3024.168864
42.864,-72.569,2274.751705
40.781,-73.971,3188.737614
45.138,-93.302,2470.054318
46.043,-60.04,1621.395909
43.177,-71.837,2217.676136
